method,scale,distance,treatment,heating_condition,flake,nodule_number,nodule_sub_number,flake_number,average_curvature,standard_deviation,sheet,fuelwood,wood_density,fuelwood_key,n_source_rows
old method,10um,1,F1F,ember,O_N_38_9,38,NA,9,9.671619378447668,17.34939716,old-1.0-10,Searsia lucida,0.7,searsia lucida,171
old method,10um,1,F1F,ember,O_N_38_10,38,NA,10,6.308390754053369,9.227323451,old-1.0-10,Searsia lucida,0.7,searsia lucida,171
old method,10um,1,F1F,ember,O_N_38_13,38,NA,13,7.00541731750685,12.65121988,old-1.0-10,Searsia lucida,0.7,searsia lucida,171
old method,10um,1,F1F,ember,O_N_38_18,38,NA,18,11.4245451791692,20.37254547,old-1.0-10,Searsia lucida,0.7,searsia lucida,171
old method,10um,1,F1F,ember,O_N_38_20,38,NA,20,6.67312579261915,13.08371731,old-1.0-10,Searsia lucida,0.7,searsia lucida,171
old method,10um,1,F1F,ember,O_N_38_22A,38,NA,22A,6.41325077420038,11.65860355,old-1.0-10,Searsia lucida,0.7,searsia lucida,171
old method,10um,1,F1F,ember,O_N_38_25,38,NA,25,7.62459470597759,11.59224054,old-1.0-10,Searsia lucida,0.7,searsia lucida,171
old method,10um,1,F1F,ember,O_N_54A_15,54,A,15,23.780290901028305,33.14530823,old-1.0-10,Protea susannae,0.6,protea susannae,18
old method,10um,1,F1F,ember,O_N_2_11B,2,NA,11B,5.487081660553329,10.80683986,old-1.0-10,Pterocelastrus tricuspidatus,0.65,pterocelastrus tricuspidatus,90
old method,10um,1,F1F,ember,O_N_2_11A,2,NA,11A,6.96462478904526,12.64759924,old-1.0-10,Pterocelastrus tricuspidatus,0.65,pterocelastrus tricuspidatus,90
old method,10um,1,F1F,ember,O_N_2_19,2,NA,19,9.916630112152868,13.20739791,old-1.0-10,Pterocelastrus tricuspidatus,0.65,pterocelastrus tricuspidatus,90
old method,10um,1,F1F,ember,O_N_14A_4,14,A,4,5.932721497459849,11.56793382,old-1.0-10,Protea obtusifolia,0.58,protea obtusifolia,27
old method,10um,1,F1F,ember,O_N_14A_15,14,A,15,4.06752451875912,13.9079467,old-1.0-10,Protea obtusifolia,0.58,protea obtusifolia,27
old method,10um,1,F1F,ember,O_N_54A_31,54,A,31,5.973807745471969,9.793381683,old-1.0-10,Protea susannae,0.6,protea susannae,18
old method,10um,1,F1F,ember,O_N_14A_27,14,A,27,5.0023956409815,12.70101362,old-1.0-10,Protea obtusifolia,0.58,protea obtusifolia,27
old method,10um,1,F2F,ember,O_N_32A-3,32,A,3,7.2052193284427695,10.61550584,old-1.0-10,Searsia glauca,0.72,searsia glauca,189
old method,10um,1,F2F,ember,O_N_32A-21,32,A,21,13.4276771905674,22.49170097,old-1.0-10,Searsia glauca,0.72,searsia glauca,189
old method,10um,1,F2F,ember,O_N_32A-29,32,A,29,5.93142215326603,11.31158307,old-1.0-10,Searsia glauca,0.72,searsia glauca,189
old method,10um,1,F2F,ember,O_N_32B-3,32,B,3,5.96678075246101,13.51743154,old-1.0-10,Searsia glauca,0.72,searsia glauca,189
old method,10um,1,F2F,ember,O_N_32B-7,32,B,7,6.17975216523502,11.47375556,old-1.0-10,Searsia glauca,0.72,searsia glauca,189
old method,10um,1,F2F,ember,O_N_32B-16,32,B,16,6.73134769404906,14.01135303,old-1.0-10,Searsia glauca,0.72,searsia glauca,189
old method,10um,1,F2F,ember,O_N_32C-3,32,C,3,13.1693393291293,24.24853958,old-1.0-10,Searsia glauca,0.72,searsia glauca,189
old method,10um,1,F2F,ember,O_N_32C-4,32,C,4,6.06222424786634,13.2429218,old-1.0-10,Searsia glauca,0.72,searsia glauca,189
old method,10um,1,F2F,ember,O_N_32C-7,32,C,7,6.8989712890638,14.13011241,old-1.0-10,Searsia glauca,0.72,searsia glauca,189
old method,20um,1,Unheated,unheated,O.N.87_A_14,87,A,14,7.43058535223898,8.296025517,old-1.0-20,none,NA,none,153
old method,20um,1,Unheated,unheated,O.N.87_A_17,87,A,17,7.15682320047902,7.853303151,old-1.0-20,none,NA,none,153
old method,20um,1,Unheated,unheated,O.N.87_A_19,87,A,19,19.2765996378248,19.82493201,old-1.0-20,none,NA,none,153
old method,20um,1,Unheated,unheated,O.N.87_A_22,87,A,22,12.3311827541535,17.22177039,old-1.0-20,none,NA,none,153
old method,20um,1,Unheated,unheated,O.N.87_A_29,87,A,29,5.68979893992224,5.584522509,old-1.0-20,none,NA,none,153
old method,20um,1,Unheated,unheated,O.N.87_A_4,87,A,4,7.17967127132875,10.50058763,old-1.0-20,none,NA,none,153
old method,20um,1,Unheated,unheated,O.N.87_A_5,87,A,5,7.82394414336008,9.172028804,old-1.0-20,none,NA,none,153
old method,20um,1,Unheated,unheated,O.N.87_A_9,87,A,9,4.55498416215174,5.335954095,old-1.0-20,none,NA,none,153
old method,20um,1,Unheated,unheated,O.N.87_B_13,87,B,13,7.2227766700312,9.637427972,old-1.0-20,none,NA,none,153
old method,20um,1,Unheated,unheated,O.N.87_B_19,87,B,19,7.49740939978054,8.683534779,old-1.0-20,none,NA,none,153
old method,20um,1,Unheated,unheated,O.N.87_B_23,87,B,23,8.663228116397438,10.06319729,old-1.0-20,none,NA,none,153
old method,20um,1,Unheated,unheated,O.N.87_B_24,87,B,24,12.4018323200237,16.06362982,old-1.0-20,none,NA,none,153
old method,20um,1,Unheated,unheated,O.N.87_B_28,87,B,28,10.2402184342172,13.48714222,old-1.0-20,none,NA,none,153
old method,20um,1,Unheated,unheated,O.N.87_B_2,87,B,2,9.662368348141529,11.94125634,old-1.0-20,none,NA,none,153
old method,20um,1,Unheated,unheated,O.N.87_B_31,87,B,31,16.3918046355174,18.96987304,old-1.0-20,none,NA,none,153
old method,20um,1,Unheated,unheated,O.N.87_B_6,87,B,6,15.1645964027891,17.63684455,old-1.0-20,none,NA,none,153
old method,20um,1,Unheated,unheated,O.N.87_B_7,87,B,7,7.94839142830651,9.19384939,old-1.0-20,none,NA,none,153
old method,20um,1,F1S,sand,O_N_37_2,37,NA,2,13.6747921306961,23.18690129,old-1.0-20,Searsia lucida,0.7,searsia lucida,171
old method,20um,1,F1S,sand,O_N_37_3A,37,NA,3A,4.79977211324208,7.800032544999999,old-1.0-20,Searsia lucida,0.7,searsia lucida,171
old method,20um,1,F1S,sand,O_N_37_4A,37,NA,4A,4.3016311563431,10.1928129,old-1.0-20,Searsia lucida,0.7,searsia lucida,171
old method,20um,1,F1S,sand,O_N_37_8A,37,NA,8A,12.858796339545,19.00589161,old-1.0-20,Searsia lucida,0.7,searsia lucida,171
old method,20um,1,F1S,sand,O_N_37_8B,37,NA,8B,5.24443052957276,8.975213462999998,old-1.0-20,Searsia lucida,0.7,searsia lucida,171
old method,20um,1,F1S,sand,O_N_37_12A,37,NA,12A,8.19383046062957,11.72439676,old-1.0-20,Searsia lucida,0.7,searsia lucida,171
old method,20um,1,F1S,sand,O_N_37_17A,37,NA,17A,4.90779429935904,8.969222761999998,old-1.0-20,Searsia lucida,0.7,searsia lucida,171
old method,20um,1,F1S,sand,O_N_37_21,37,NA,21,10.7038444677058,19.69550359,old-1.0-20,Searsia lucida,0.7,searsia lucida,171
old method,20um,1,F1S,sand,O_N_37_30,37,NA,30,4.554406650653729,8.90493481,old-1.0-20,Searsia lucida,0.7,searsia lucida,171
old method,20um,1,F1S,sand,O_N_37_45,37,NA,45,3.1625705069692,8.198140999999998,old-1.0-20,Searsia lucida,0.7,searsia lucida,171
old method,20um,1,F1S,sand,O_N_1_1,1,NA,1,8.009929290750929,8.956864333,old-1.0-20,Pterocelastrus tricuspidatus,0.65,pterocelastrus tricuspidatus,90
old method,20um,1,F1S,sand,O_N_1_6A,1,NA,6A,15.0995518004357,19.17528108,old-1.0-20,Pterocelastrus tricuspidatus,0.65,pterocelastrus tricuspidatus,90
old method,20um,1,F1S,sand,O_N_1_7A,1,NA,7A,8.2550272754679,12.42451933,old-1.0-20,Pterocelastrus tricuspidatus,0.65,pterocelastrus tricuspidatus,90
old method,20um,1,F1S,sand,O_N_1_7B,1,NA,7B,13.3912804054818,16.76498916,old-1.0-20,Pterocelastrus tricuspidatus,0.65,pterocelastrus tricuspidatus,90
old method,20um,1,F1S,sand,O_N_1_8A,1,NA,8A,12.6748384920585,18.24296596,old-1.0-20,Pterocelastrus tricuspidatus,0.65,pterocelastrus tricuspidatus,90
old method,20um,1,F1S,sand,O_N_1_15A,1,NA,15A,14.2764257390018,15.98719503,old-1.0-20,Pterocelastrus tricuspidatus,0.65,pterocelastrus tricuspidatus,90
old method,20um,1,F1S,sand,O_N_1_21,1,NA,21,15.3965325942445,18.10352018,old-1.0-20,Pterocelastrus tricuspidatus,0.65,pterocelastrus tricuspidatus,90
old method,20um,1,F2S,sand,O_N_31_3A,31,NA,3A,3.7835154180476,10.59139552,old-1.0-20,Searsia glauca,0.72,searsia glauca,189
old method,20um,1,F2S,sand,O_N_31_5A,31,NA,5A,4.39250148504319,6.392498492,old-1.0-20,Searsia glauca,0.72,searsia glauca,189
old method,20um,1,F2S,sand,O_N_31_8,31,NA,8,3.80676902865018,10.2300813,old-1.0-20,Searsia glauca,0.72,searsia glauca,189
old method,20um,1,F2S,sand,O_N_31_12A,31,NA,12A,5.65784466307351,10.46273356,old-1.0-20,Searsia glauca,0.72,searsia glauca,189
old method,20um,1,F2S,sand,O_N_31_12B,31,NA,12B,8.103422784648249,15.09076429,old-1.0-20,Searsia glauca,0.72,searsia glauca,189
old method,20um,1,F2S,sand,O_N_31_16,31,NA,16,13.8991521094662,25.8460223,old-1.0-20,Searsia glauca,0.72,searsia glauca,189
old method,20um,1,F2S,sand,O_N_31_26,31,NA,26,5.89292151300824,10.26459682,old-1.0-20,Searsia glauca,0.72,searsia glauca,189
old method,20um,1,F2S,sand,O_N_31_28,31,NA,28,3.6147814350537,5.902957735,old-1.0-20,Searsia glauca,0.72,searsia glauca,189
old method,20um,1,F2S,sand,O_N_31_32,31,NA,32,4.16383263402709,12.89944379,old-1.0-20,Searsia glauca,0.72,searsia glauca,189
old method,20um,1,F2S,sand,O_N_31_39,31,NA,39,5.3030104729118,8.322920431,old-1.0-20,Searsia glauca,0.72,searsia glauca,189
old method,20um,1,F2S,sand,O_N_31_47,31,NA,47,7.371552921377439,17.17124344,old-1.0-20,Searsia glauca,0.72,searsia glauca,189
old method,20um,1,F2S,sand,O_N_31_50,31,NA,50,8.05993175057462,13.57243227,old-1.0-20,Searsia glauca,0.72,searsia glauca,189
old method,20um,1,F2S,sand,O_N_35_6,35,NA,6,4.0058023499767295,8.499572113999998,old-1.0-20,Olea exasperata,0.75,olea exasperata,45
old method,20um,1,F2S,sand,O_N_35_28,35,NA,28,3.8187754697256,8.300673415,old-1.0-20,Olea exasperata,0.75,olea exasperata,45
old method,20um,1,F2S,sand,O_N_35_29,35,NA,29,5.16326335766727,11.11260167,old-1.0-20,Olea exasperata,0.75,olea exasperata,45
old method,20um,1,F2S,sand,O_N_35_31,35,NA,31,6.83949333677667,10.7832892,old-1.0-20,Olea exasperata,0.75,olea exasperata,45
old method,20um,1,F2S,sand,O_N_35_33,35,NA,33,3.72229199301158,7.875169778,old-1.0-20,Olea exasperata,0.75,olea exasperata,45
old method,20um,1,F1F,ember,O_N_38_2,38,NA,2,3.3093959440696494,7.339196403,old-1.0-20,Searsia lucida,0.7,searsia lucida,171
old method,20um,1,F1F,ember,O_N_38_3,38,NA,3,3.0955654308518494,8.357962693999998,old-1.0-20,Searsia lucida,0.7,searsia lucida,171
old method,20um,1,F1F,ember,O_N_38_9,38,NA,9,6.04988006171187,12.02044192,old-1.0-20,Searsia lucida,0.7,searsia lucida,171
old method,20um,1,F1F,ember,O_N_38_10,38,NA,10,4.3673284581427,6.936421841,old-1.0-20,Searsia lucida,0.7,searsia lucida,171
old method,20um,1,F1F,ember,O_N_38_13,38,NA,13,4.9789819867947,9.810803391,old-1.0-20,Searsia lucida,0.7,searsia lucida,171
old method,20um,1,F1F,ember,O_N_38_18,38,NA,18,6.12140907579338,9.478372008,old-1.0-20,Searsia lucida,0.7,searsia lucida,171
old method,20um,1,F1F,ember,O_N_38_20,38,NA,20,4.63583711661609,9.568238312,old-1.0-20,Searsia lucida,0.7,searsia lucida,171
old method,20um,1,F1F,ember,O_N_38_22A,38,NA,22A,3.8560912101667695,8.029935395,old-1.0-20,Searsia lucida,0.7,searsia lucida,171
old method,20um,1,F1F,ember,O_N_38_25,38,NA,25,4.37037926704334,8.497388390999998,old-1.0-20,Searsia lucida,0.7,searsia lucida,171
old method,20um,1,F1F,ember,O_N_54A_15,54,A,15,16.3439454095082,21.23073266,old-1.0-20,Protea susannae,0.6,protea susannae,18
old method,20um,1,F1F,ember,O_N_2_11B,2,NA,11B,3.62105220581291,9.064368984,old-1.0-20,Pterocelastrus tricuspidatus,0.65,pterocelastrus tricuspidatus,90
old method,20um,1,F1F,ember,O_N_2_11A,2,NA,11A,3.98852483587374,7.267321228,old-1.0-20,Pterocelastrus tricuspidatus,0.65,pterocelastrus tricuspidatus,90
old method,20um,1,F1F,ember,O_N_2_19,2,NA,19,6.96880282573984,9.675633826,old-1.0-20,Pterocelastrus tricuspidatus,0.65,pterocelastrus tricuspidatus,90
old method,20um,1,F1F,ember,O_N_14A_4,14,A,4,3.80971263726072,7.643373414,old-1.0-20,Protea obtusifolia,0.58,protea obtusifolia,27
old method,20um,1,F1F,ember,O_N_14A_15,14,A,15,2.68293781138627,9.04760606,old-1.0-20,Protea obtusifolia,0.58,protea obtusifolia,27
old method,20um,1,F1F,ember,O_N_54A_31,54,A,31,3.82040087607224,7.446644389,old-1.0-20,Protea susannae,0.6,protea susannae,18
old method,20um,1,F1F,ember,O_N_14A_27,14,A,27,3.39862155658555,9.736494026,old-1.0-20,Protea obtusifolia,0.58,protea obtusifolia,27
old method,20um,1,F2F,ember,O_N_32A-3,32,A,3,4.61269893881304,7.728439486,old-1.0-20,Searsia glauca,0.72,searsia glauca,189
old method,20um,1,F2F,ember,O_N_32A-21,32,A,21,7.954147865794271,10.07731032,old-1.0-20,Searsia glauca,0.72,searsia glauca,189
old method,20um,1,F2F,ember,O_N_32A-29,32,A,29,4.08513900136064,8.440917455,old-1.0-20,Searsia glauca,0.72,searsia glauca,189
old method,20um,1,F2F,ember,O_N_32B-3,32,B,3,4.47110353939339,9.983739741,old-1.0-20,Searsia glauca,0.72,searsia glauca,189
old method,20um,1,F2F,ember,O_N_32B-7,32,B,7,4.15462105675915,8.582605165,old-1.0-20,Searsia glauca,0.72,searsia glauca,189
old method,20um,1,F2F,ember,O_N_32B-16,32,B,16,4.91383275891127,11.95903389,old-1.0-20,Searsia glauca,0.72,searsia glauca,189
old method,20um,1,F2F,ember,O_N_32C-3,32,C,3,9.522788966922148,15.47251435,old-1.0-20,Searsia glauca,0.72,searsia glauca,189
old method,20um,1,F2F,ember,O_N_32C-4,32,C,4,3.9451613388713,9.27319454,old-1.0-20,Searsia glauca,0.72,searsia glauca,189
old method,20um,1,F2F,ember,O_N_32C-7,32,C,7,4.67269580789635,10.71080939,old-1.0-20,Searsia glauca,0.72,searsia glauca,189
old method,10um,2,Unheated,unheated,O.N.87_A_14,87,A,14,10.90138591,10.8149881953938,old-2.0-10,none,NA,none,153
old method,10um,2,Unheated,unheated,O.N.87_A_17,87,A,17,8.78768658,9.60589912635118,old-2.0-10,none,NA,none,153
old method,10um,2,Unheated,unheated,O.N.87_A_19,87,A,19,25.11191209,29.3764485077434,old-2.0-10,none,NA,none,153
old method,10um,2,Unheated,unheated,O.N.87_A_22,87,A,22,16.22469955,23.84295432,old-2.0-10,none,NA,none,153
old method,10um,2,Unheated,unheated,O.N.87_A_29,87,A,29,11.00950688,10.7212559441446,old-2.0-10,none,NA,none,153
old method,10um,2,Unheated,unheated,O.N.87_A_4,87,A,4,10.21132993,13.946821173893,old-2.0-10,none,NA,none,153
old method,10um,2,Unheated,unheated,O.N.87_A_5,87,A,5,9.714987212,10.457069888439,old-2.0-10,none,NA,none,153
old method,10um,2,Unheated,unheated,O.N.87_A_9,87,A,9,6.694073631,6.77871761131983,old-2.0-10,none,NA,none,153
old method,10um,2,Unheated,unheated,O.N.87_B_13,87,B,13,8.185994256,10.1251404254939,old-2.0-10,none,NA,none,153
old method,10um,2,Unheated,unheated,O.N.87_B_19,87,B,19,12.90538605,15.4800272569119,old-2.0-10,none,NA,none,153
old method,10um,2,Unheated,unheated,O.N.87_B_23,87,B,23,11.84850398,12.947165831867,old-2.0-10,none,NA,none,153
old method,10um,2,Unheated,unheated,O.N.87_B_24,87,B,24,21.52603136,30.2004534941967,old-2.0-10,none,NA,none,153
old method,10um,2,Unheated,unheated,O.N.87_B_28,87,B,28,14.06919363,20.229792560004,old-2.0-10,none,NA,none,153
old method,10um,2,Unheated,unheated,O.N.87_B_2,87,B,2,13.84595292,16.7959351278774,old-2.0-10,none,NA,none,153
old method,10um,2,Unheated,unheated,O.N.87_B_31,87,B,31,27.32471583,33.8434886017555,old-2.0-10,none,NA,none,153
old method,10um,2,Unheated,unheated,O.N.87_B_6,87,B,6,21.76241166,25.9617617278879,old-2.0-10,none,NA,none,153
old method,10um,2,Unheated,unheated,O.N.87_B_7,87,B,7,18.62569459,24.3196040478928,old-2.0-10,none,NA,none,153
old method,10um,2,F1S,sand,O_N_37_2,37,NA,2,14.38477369,24.7705173348644,old-2.0-10,Searsia lucida,0.7,searsia lucida,171
old method,10um,2,F1S,sand,O_N_37_3A,37,NA,3A,6.546715092,10.0462282481899,old-2.0-10,Searsia lucida,0.7,searsia lucida,171
old method,10um,2,F1S,sand,O_N_37_4A,37,NA,4A,8.235844787999998,16.6487108915351,old-2.0-10,Searsia lucida,0.7,searsia lucida,171
old method,10um,2,F1S,sand,O_N_37_8A,37,NA,8A,17.628969,26.9978915824338,old-2.0-10,Searsia lucida,0.7,searsia lucida,171
old method,10um,2,F1S,sand,O_N_37_8B,37,NA,8B,7.655283048,16.1599676823976,old-2.0-10,Searsia lucida,0.7,searsia lucida,171
old method,10um,2,F1S,sand,O_N_37_12A,37,NA,12A,9.434061257,12.2156063740077,old-2.0-10,Searsia lucida,0.7,searsia lucida,171
old method,10um,2,F1S,sand,O_N_37_17A,37,NA,17A,7.846972267,12.6239394213709,old-2.0-10,Searsia lucida,0.7,searsia lucida,171
old method,10um,2,F1S,sand,O_N_37_21,37,NA,21,9.816683018,23.7777807792237,old-2.0-10,Searsia lucida,0.7,searsia lucida,171
old method,10um,2,F1S,sand,O_N_37_30,37,NA,30,7.200608471,11.9082390247544,old-2.0-10,Searsia lucida,0.7,searsia lucida,171
old method,10um,2,F1S,sand,O_N_37_45,37,NA,45,9.359713462,16.7074602651322,old-2.0-10,Searsia lucida,0.7,searsia lucida,171
old method,10um,2,F1S,sand,O_N_1_1,1,NA,1,12.41178625,14.2556366706996,old-2.0-10,Pterocelastrus tricuspidatus,0.65,pterocelastrus tricuspidatus,90
old method,10um,2,F1S,sand,O_N_1_6A,1,NA,6A,17.91582519,23.411173541550095,old-2.0-10,Pterocelastrus tricuspidatus,0.65,pterocelastrus tricuspidatus,90
old method,10um,2,F1S,sand,O_N_1_7A,1,NA,7A,12.29118123,15.2226602119037,old-2.0-10,Pterocelastrus tricuspidatus,0.65,pterocelastrus tricuspidatus,90
old method,10um,2,F1S,sand,O_N_1_7B,1,NA,7B,18.19112509,26.95901729156,old-2.0-10,Pterocelastrus tricuspidatus,0.65,pterocelastrus tricuspidatus,90
old method,10um,2,F1S,sand,O_N_1_8A,1,NA,8A,17.95256507,23.1642653083478,old-2.0-10,Pterocelastrus tricuspidatus,0.65,pterocelastrus tricuspidatus,90
old method,10um,2,F1S,sand,O_N_1_15A,1,NA,15A,15.9328948,19.958450812318,old-2.0-10,Pterocelastrus tricuspidatus,0.65,pterocelastrus tricuspidatus,90
old method,10um,2,F1S,sand,O_N_1_21,1,NA,21,19.33823192,26.459044708738,old-2.0-10,Pterocelastrus tricuspidatus,0.65,pterocelastrus tricuspidatus,90
old method,10um,2,F2S,sand,O_N_31_3A,31,NA,3A,4.853025522,14.2840488054487,old-2.0-10,Searsia glauca,0.72,searsia glauca,189
old method,10um,2,F2S,sand,O_N_31_5A,31,NA,5A,6.062367307,7.12521034627102,old-2.0-10,Searsia glauca,0.72,searsia glauca,189
old method,10um,2,F2S,sand,O_N_31_8,31,NA,8,6.509131306,11.1067076445402,old-2.0-10,Searsia glauca,0.72,searsia glauca,189
old method,10um,2,F2S,sand,O_N_31_12A,31,NA,12A,8.455119135,17.5868998720072,old-2.0-10,Searsia glauca,0.72,searsia glauca,189
old method,10um,2,F2S,sand,O_N_31_12B,31,NA,12B,8.159251547,16.5525708804304,old-2.0-10,Searsia glauca,0.72,searsia glauca,189
old method,10um,2,F2S,sand,O_N_31_16,31,NA,16,14.40145417,31.823237712244495,old-2.0-10,Searsia glauca,0.72,searsia glauca,189
old method,10um,2,F2S,sand,O_N_31_26,31,NA,26,8.329085893,11.5941925142899,old-2.0-10,Searsia glauca,0.72,searsia glauca,189
old method,10um,2,F2S,sand,O_N_31_28,31,NA,28,5.215640927,6.104246443949689,old-2.0-10,Searsia glauca,0.72,searsia glauca,189
old method,10um,2,F2S,sand,O_N_31_32,31,NA,32,6.322342643,14.2515154671601,old-2.0-10,Searsia glauca,0.72,searsia glauca,189
old method,10um,2,F2S,sand,O_N_31_39,31,NA,39,7.828610613,10.4373315590535,old-2.0-10,Searsia glauca,0.72,searsia glauca,189
old method,10um,2,F2S,sand,O_N_31_47,31,NA,47,9.661996931,18.446335693168,old-2.0-10,Searsia glauca,0.72,searsia glauca,189
old method,10um,2,F2S,sand,O_N_31_50,31,NA,50,13.05905635,19.5414282831488,old-2.0-10,Searsia glauca,0.72,searsia glauca,189
old method,10um,2,F2S,sand,O_N_35_6,35,NA,6,14.8027284,22.21953815827,old-2.0-10,Olea exasperata,0.75,olea exasperata,45
old method,10um,2,F2S,sand,O_N_35_28,35,NA,28,5.240150126,8.6488442067569,old-2.0-10,Olea exasperata,0.75,olea exasperata,45
old method,10um,2,F2S,sand,O_N_35_29,35,NA,29,5.719815705,12.2615477936251,old-2.0-10,Olea exasperata,0.75,olea exasperata,45
old method,10um,2,F2S,sand,O_N_35_31,35,NA,31,7.881504866,13.9317946407623,old-2.0-10,Olea exasperata,0.75,olea exasperata,45
old method,10um,2,F2S,sand,O_N_35_33,35,NA,33,6.218232123,9.62768114030878,old-2.0-10,Olea exasperata,0.75,olea exasperata,45
old method,10um,2,F1F,ember,O_N_38_2,38,NA,2,4.606496072,8.04605971809475,old-2.0-10,Searsia lucida,0.7,searsia lucida,171
old method,10um,2,F1F,ember,O_N_38_3,38,NA,3,3.910246669,8.9221951292824,old-2.0-10,Searsia lucida,0.7,searsia lucida,171
old method,10um,2,F1F,ember,O_N_38_9,38,NA,9,7.007272186,13.0837164964753,old-2.0-10,Searsia lucida,0.7,searsia lucida,171
old method,10um,2,F1F,ember,O_N_38_10,38,NA,10,5.947177974,7.718275519453299,old-2.0-10,Searsia lucida,0.7,searsia lucida,171
old method,10um,2,F1F,ember,O_N_38_13,38,NA,13,5.913453014,9.5604768235788,old-2.0-10,Searsia lucida,0.7,searsia lucida,171
old method,10um,2,F1F,ember,O_N_38_18,38,NA,18,12.22357282,17.2423152295976,old-2.0-10,Searsia lucida,0.7,searsia lucida,171
old method,10um,2,F1F,ember,O_N_38_20,38,NA,20,5.35017854,9.92514752531978,old-2.0-10,Searsia lucida,0.7,searsia lucida,171
old method,10um,2,F1F,ember,O_N_38_22A,38,NA,22A,5.270805023,8.97248389811581,old-2.0-10,Searsia lucida,0.7,searsia lucida,171
old method,10um,2,F1F,ember,O_N_38_25,38,NA,25,8.390524181,12.1371454598923,old-2.0-10,Searsia lucida,0.7,searsia lucida,171
old method,10um,2,F1F,ember,O_N_54A_15,54,A,15,20.20108221,29.015208631728,old-2.0-10,Protea susannae,0.6,protea susannae,18
old method,10um,2,F1F,ember,O_N_2_11B,2,NA,11B,4.503978542,8.07000418810558,old-2.0-10,Pterocelastrus tricuspidatus,0.65,pterocelastrus tricuspidatus,90
old method,10um,2,F1F,ember,O_N_2_11A,2,NA,11A,5.69845797,10.2898896534354,old-2.0-10,Pterocelastrus tricuspidatus,0.65,pterocelastrus tricuspidatus,90
old method,10um,2,F1F,ember,O_N_2_19,2,NA,19,9.434080262,11.4503890166648,old-2.0-10,Pterocelastrus tricuspidatus,0.65,pterocelastrus tricuspidatus,90
old method,10um,2,F1F,ember,O_N_14A_4,14,A,4,4.72007738,8.60653170549873,old-2.0-10,Protea obtusifolia,0.58,protea obtusifolia,27
old method,10um,2,F1F,ember,O_N_14A_15,14,A,15,6.869767842,15.962545635645,old-2.0-10,Protea obtusifolia,0.58,protea obtusifolia,27
old method,10um,2,F1F,ember,O_N_54A_31,54,A,31,4.850920685,7.49434628081208,old-2.0-10,Protea susannae,0.6,protea susannae,18
old method,10um,2,F1F,ember,O_N_14A_27,14,A,27,4.258811588,9.460855849791889,old-2.0-10,Protea obtusifolia,0.58,protea obtusifolia,27
old method,10um,2,F2F,ember,O_N_32A-3,32,A,3,6.985874407,9.844961315,old-2.0-10,Searsia glauca,0.72,searsia glauca,189
old method,10um,2,F2F,ember,O_N_32A-21,32,A,21,11.26412536,19.020136194053496,old-2.0-10,Searsia glauca,0.72,searsia glauca,189
old method,10um,2,F2F,ember,O_N_32A-29,32,A,29,5.578639266,8.581462762,old-2.0-10,Searsia glauca,0.72,searsia glauca,189
old method,10um,2,F2F,ember,O_N_32B-3,32,B,3,8.453412111,14.8770839078891,old-2.0-10,Searsia glauca,0.72,searsia glauca,189
old method,10um,2,F2F,ember,O_N_32B-7,32,B,7,6.315769056,9.41392944317394,old-2.0-10,Searsia glauca,0.72,searsia glauca,189
old method,10um,2,F2F,ember,O_N_32B-16,32,B,16,6.651225083,11.2051103735112,old-2.0-10,Searsia glauca,0.72,searsia glauca,189
old method,10um,2,F2F,ember,O_N_32C-3,32,C,3,12.50653084,21.952907368331296,old-2.0-10,Searsia glauca,0.72,searsia glauca,189
old method,10um,2,F2F,ember,O_N_32C-4,32,C,4,5.262186725,9.958181279,old-2.0-10,Searsia glauca,0.72,searsia glauca,189
old method,10um,2,F2F,ember,O_N_32C-7,32,C,7,7.218568477,12.8563235212195,old-2.0-10,Searsia glauca,0.72,searsia glauca,189
old method,20um,2,Unheated,unheated,O.N.87_A_14,87,A,14,7.282168924999999,8.08231523628296,old-2.0-20,none,NA,none,153
old method,20um,2,Unheated,unheated,O.N.87_A_17,87,A,17,6.406155652,6.77582411175003,old-2.0-20,none,NA,none,153
old method,20um,2,Unheated,unheated,O.N.87_A_19,87,A,19,17.12111876,17.3468997843926,old-2.0-20,none,NA,none,153
old method,20um,2,Unheated,unheated,O.N.87_A_22,87,A,22,10.1469161,15.055906343138,old-2.0-20,none,NA,none,153
old method,20um,2,Unheated,unheated,O.N.87_A_29,87,A,29,6.908853879,5.88716917311972,old-2.0-20,none,NA,none,153
old method,20um,2,Unheated,unheated,O.N.87_A_4,87,A,4,7.44598581,9.544049082145028,old-2.0-20,none,NA,none,153
old method,20um,2,Unheated,unheated,O.N.87_A_5,87,A,5,6.787195381,7.34571716056643,old-2.0-20,none,NA,none,153
old method,20um,2,Unheated,unheated,O.N.87_A_9,87,A,9,4.389964459,4.51099002067475,old-2.0-20,none,NA,none,153
old method,20um,2,Unheated,unheated,O.N.87_B_13,87,B,13,5.811575694,7.479297396906899,old-2.0-20,none,NA,none,153
old method,20um,2,Unheated,unheated,O.N.87_B_19,87,B,19,8.831225272999998,10.3714719969714,old-2.0-20,none,NA,none,153
old method,20um,2,Unheated,unheated,O.N.87_B_23,87,B,23,7.806682361,8.31592988824655,old-2.0-20,none,NA,none,153
